SPEED,ACCELERATION,ALTITUDE,CLASS
16.416,0.2,0.2,HHD
17.676,0.4,0.6,HHD
18.684,0.3,0.2,HHD
17.604,-0.3,0.2,HHD
16.812,-0.2,0.2,HHD
14.832,-0.6,-0.2,HHD
13.032,-0.5,1.5,HHD
12.42,-0.2,0.4,HHD
16.524,1.1,0,HHD
17.352,0.2,1,HHD
15.624,-0.5,0.8,HHD
18.936,0.9,0.8,HHD
18.576,-0.1,0.2,HHD
21.456,0.8,1.1,HHD
19.404,-0.6,0.7,HHD
20.736,0.4,0.1,HHD
20.52,-0.1,-0.6,HHD
20.772,0.1,-0.3,HHD
20.952,0.1,-0.2,HHD
22.176,0.3,0.3,HHD
22.068,0,0.3,HHD
21.312,-0.2,-0.3,HHD
19.8,-0.4,-0.2,HHD
20.88,0.3,0.5,HHD
20.628,-0.1,-0.1,HHD
20.916,0.1,-0.1,HHD
21.06,0,-0.1,HHD
20.952,0,0,HHD
20.916,0,0.1,HHD
20.952,0,0.2,HHD
20.7,-0.1,0.1,HHD
20.556,0,0.1,HHD
20.016,-0.2,0.3,HHD
19.26,-0.2,-0.4,HHD
19.764,0.1,0.3,HHD
19.08,-0.2,0.3,HHD
18.792,-0.1,-0.5,HHD
19.26,0.1,-0.3,HHD
18.504,-0.2,-0.1,HHD
18.972,0.1,0.6,HHD
18.972,0,-0.8,HHD
19.044,0,-0.1,HHD
19.08,0,-0.9,HHD
18.504,-0.2,-0.6,HHD
18.144,-0.1,-0.2,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
17.1,1.2,0,HHD
18,0.3,0,HHD
17.496,-0.1,-0.2,HHD
17.784,0.1,-0.1,HHD
10.62,3,-0.5,HHD
0,-3,-0.1,HHD
10.548,2.9,-0.2,HHD
0,-2.9,-0.1,HHD
3.42,1,0,HHD
12.276,2.5,-0.5,HHD
8.496,2.4,-0.9,HHD
0,-2.4,-0.2,HHD
10.224,2.8,-0.7,HHD
11.088,0.2,-0.9,HHD
14.652,0.8,-0.4,HHD
13.968,-0.2,-0.3,HHD
7.992,0.8,-0.8,HHD
12.852,1.4,3.3,HHD
12.564,-0.1,2.1,HHD
10.764,-0.5,3.4,HHD
9.54,-0.3,1.3,HHD
10.332,0.2,0.4,HHD
8.1,-0.6,1.5,HHD
9.828,0.5,1.5,HHD
9.792,0,0.6,HHD
9.144,-0.2,0.1,HHD
8.784,-0.1,-0.4,HHD
8.856,0,0.2,HHD
8.82,0,0.5,HHD
8.46,-0.1,0.2,HHD
0,-2.4,-2.2,HHD
0,0,0,HHD
4.248,1.2,0.3,HHD
0,-1.2,0,HHD
5.796,1.6,0.3,HHD
5.976,0,0.2,HHD
4.068,-0.5,-0.2,HHD
5.328,0.4,-0.3,HHD
7.812,0.7,-0.1,HHD
10.728,0.8,0.1,HHD
12.204,0.4,0.2,HHD
10.404,2.9,-0.5,HHD
11.952,0.4,-1.3,HHD
13.68,0.5,0.1,HHD
14.22,0.2,0.4,HHD
14.148,0,0.2,HHD
9.036,2.5,0,HHD
7.92,-0.3,-0.1,HHD
0,-2.2,-0.3,HHD
10.764,3,-0.2,HHD
0,-3,0,HHD
5.256,1.5,-0.6,HHD
0,-1.5,0,HHD
10.8,3,-1,HHD
0,-3,-0.1,HHD
10.044,2.8,-3.6,HHD
13.032,0.8,0.2,HHD
13.5,0.1,1.7,HHD
10.764,-0.8,0,HHD
10.62,0,0.6,HHD
7.884,-0.8,-0.5,HHD
5.436,-0.7,1.2,HHD
3.744,-0.5,1.8,HHD
9.072,1.5,-0.5,HHD
2.16,-1.9,-1.3,HHD
1.008,-0.3,-1.1,HHD
0.936,0,-0.3,HHD
1.368,0.1,0,HHD
1.224,0,-0.2,HHD
0,-0.3,-0.3,HHD
0,0,0.2,HHD
0,0,0.4,HHD
0,0,0.6,HHD
0,0,-0.1,HHD
0,0,-0.2,HHD
0,0,-0.1,HHD
0,0,-0.3,HHD
0,0,0,HHD
0,0,0.1,HHD
15.228,0.6,-0.3,HHD
14.508,-0.2,-2,HHD
16.308,0.5,1.7,HHD
12.96,-0.9,1.8,HHD
13.104,0,0,HHD
10.764,-0.7,-0.7,HHD
13.14,0.7,-0.3,HHD
11.232,-0.5,-0.2,HHD
11.484,0.1,-0.3,HHD
12.852,0.4,-0.7,HHD
12.96,0,0.6,HHD
13.644,0.2,-0.5,HHD
14.04,0.1,-0.1,HHD
14.544,0.1,0.2,HHD
12.996,-0.4,2,HHD
9.864,-0.9,0.1,HHD
15.804,1.7,0.2,HHD
15.696,0,0.6,HHD
15.156,-0.2,0.1,HHD
14.364,-0.2,0,HHD
14.832,0.1,-0.4,HHD
15.012,0,0.4,HHD
13.86,-0.3,-0.5,HHD
14.76,0.3,-0.4,HHD
14.364,-0.1,1.4,HHD
14.328,0,-0.1,HHD
14.112,-0.1,0.1,HHD
14.328,0.1,-0.1,HHD
14.22,0,-0.2,HHD
13.248,-0.3,-0.1,HHD
12.564,-0.2,-0.2,HHD
12.384,-0.1,-0.1,HHD
11.052,-0.4,0,HHD
8.784,-0.6,-0.6,HHD
7.164,-0.5,-0.1,HHD
5.112,-0.6,-0.3,HHD
7.164,0.6,0.7,HHD
4.608,-0.7,-0.1,HHD
2.088,-0.7,0.5,HHD
1.332,-0.2,0,HHD
2.88,0.4,-0.2,HHD
4.14,0.4,-0.1,HHD
5.256,0.3,0.5,HHD
2.7,-0.7,-0.1,HHD
7.92,1.5,0.4,HHD
8.136,0.1,-0.1,HHD
7.092,-0.3,0,HHD
5.472,-0.5,0.8,HHD
4.896,-0.2,0.3,HHD
4.356,-0.2,-0.2,HHD
7.2,0.8,0.3,HHD
6.516,-0.2,-0.2,HHD
5.148,-0.4,0,HHD
5.976,0.2,0.3,HHD
5.94,0,0.1,HHD
6.516,0.2,0.3,HHD
6.048,-0.1,0.3,HHD
6.192,0,-0.2,HHD
6.372,0.1,0.9,HHD
6.876,0.1,0.3,HHD
3.816,-0.9,-0.5,HHD
6.984,0.9,0.3,HHD
4.356,-0.7,-0.6,HHD
5.04,0.2,0,HHD
3.636,-0.4,-0.4,HHD
6.876,0.9,-0.3,HHD
5.364,-0.4,-0.9,HHD
5.76,0.1,-0.3,HHD
7.74,0.6,-0.1,HHD
5.508,-0.6,-0.7,HHD
6.012,0.1,0.2,HHD
5.616,-0.1,0,HHD
6.768,0.3,0.6,HHD
5.364,-0.4,0.7,HHD
5.328,0,0,HHD
6.336,0.3,0.2,HHD
5.832,-0.1,0,HHD
5.868,0,-0.3,HHD
4.428,-0.4,-0.1,HHD
3.924,-0.1,-0.2,HHD
3.528,-0.1,0.3,HHD
3.636,0,0.2,HHD
4.572,0.3,0.2,HHD
3.996,-0.2,0.2,HHD
2.7,-0.4,0.1,HHD
0,-0.8,0,HHD
0.576,0.2,-1.2,HHD
6.948,1.8,-0.5,HHD
5.04,-0.5,-0.2,HHD
4.644,-0.1,0.4,HHD
5.112,0.1,-0.2,HHD
5.256,0,0.4,HHD
3.24,-0.6,-0.3,HHD
6.696,1,0.4,HHD
3.636,-0.9,-0.4,HHD
4.212,0.2,-0.6,HHD
5.976,0.5,0.4,HHD
5.94,0,-1.6,HHD
3.276,-0.7,0.4,HHD
2.664,-0.2,0.7,HHD
4.896,0.6,0.6,HHD
3.996,-0.3,0.7,HHD
0.828,-0.9,1.6,HHD
5.94,1.4,0,HHD
3.96,-0.6,0.6,HHD
0.684,-0.9,0.1,HHD
0,-0.2,0.8,HHD
0,0,0.1,HHD
0,0,0.4,HHD
0,0,0.4,HHD
0,0,0.7,HHD
0,0,0.7,HHD
0,0,0,HHD
0.612,0.2,0.3,HHD
0,-0.2,0.6,HHD
0,0,0.3,HHD
0,0,0.1,HHD
0.612,0.2,0.4,HHD
0,-0.2,0.1,HHD
2.232,0.6,-0.4,HHD
3.384,0.3,-1,HHD
5.94,0.7,0.9,HHD
3.744,-0.6,1.3,HHD
1.224,-0.7,0.9,HHD
0,-0.3,0.1,HHD
0,0,0.1,HHD
1.476,0.4,0.2,HHD
0,-0.4,-1.1,HHD
0,0,-0.1,HHD
0,0,-0.4,HHD
1.332,0.4,1.6,HHD
0,-0.4,0.6,HHD
0,0,0.7,HHD
2.052,0.6,1.2,HHD
0,-0.6,-0.2,HHD
0,0,0.5,HHD
0,0,-0.3,HHD
0,0,0,HHD
0,0,0.1,HHD
0,0,1.7,HHD
0,0,1.5,HHD
0.864,0.2,0.9,HHD
2.124,0.4,-0.9,HHD
2.412,0.1,0.1,HHD
0.936,-0.4,-1.1,HHD
0.972,0,-0.8,HHD
1.224,0.1,-1.1,HHD
0,-0.3,0.1,HHD
0,0,-0.5,HHD
1.584,0.4,-0.9,HHD
0,-0.4,-1.1,HHD
0,0,-0.4,HHD
1.44,0.4,0.6,HHD
1.116,-0.1,-1.1,HHD
1.62,0.1,0.9,HHD
3.276,0.5,-0.3,HHD
4.104,0.2,0.4,HHD
2.16,-0.5,-0.1,HHD
3.384,0.3,0.6,HHD
4.032,0.2,0,HHD
2.808,-0.3,0.4,HHD
0.864,-0.5,0.3,HHD
2.736,0.5,-0.2,HHD
2.628,0,0,HHD
3.456,0.2,-0.3,HHD
3.456,0,0.1,HHD
2.844,-0.2,-0.4,HHD
2.664,-0.1,-0.1,HHD
0.936,-0.5,0.7,HHD
3.06,0.6,-0.5,HHD
3.276,0.1,-0.2,HHD
0,-0.9,0.2,HHD
0,0,0.3,HHD
2.736,0.8,-0.1,HHD
1.98,-0.2,0,HHD
1.656,-0.1,-0.2,HHD
1.44,-0.1,-0.7,HHD
0,-0.4,0.3,HHD
0,0,-0.3,HHD
0,0,-0.3,HHD
0,0,-0.1,HHD
0,0,0.1,HHD
0,0,-0.4,HHD
0,0,-0.3,HHD
0,0,-0.1,HHD
0,0,0.4,HHD
0,0,-0.1,HHD
0,0,0,HHD
0,0,-0.1,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0.1,HHD
0,0,0.1,HHD
0.792,0.2,0.9,HHD
2.952,0.6,0,HHD
4.248,0.4,-1.2,HHD
0,-1.2,-0.3,HHD
0,0,0.1,HHD
0,0,-0.1,HHD
0,0,0,HHD
0,0,-0.2,HHD
1.116,0.3,0,HHD
2.844,0.5,0.6,HHD
0,-0.8,-0.4,HHD
0,0,0.2,HHD
2.736,0.8,-0.2,HHD
2.556,-0.1,0.3,HHD
0.9,-0.5,-0.1,HHD
0,-0.3,0.4,HHD
0,0,0.4,HHD
0,0,0.2,HHD
0,0,0.4,HHD
0,0,-0.3,HHD
1.548,0.4,0.5,HHD
0,-0.4,1.1,HHD
2.412,0.7,1.3,HHD
2.592,0,-0.1,HHD
2.592,0,-0.3,HHD
1.152,-0.4,-0.2,HHD
0,-0.3,0,HHD
2.484,0.7,-0.2,HHD
0,-0.7,-1.2,HHD
1.728,0.5,0.2,HHD
1.764,0,1.5,HHD
1.728,0,-0.4,HHD
2.268,0.2,0.3,HHD
0.576,-0.5,0.3,HHD
0,-0.2,-0.1,HHD
0,0,0,HHD
0,0,0.4,HHD
1.62,0.5,-0.4,HHD
2.664,0.3,-0.4,HHD
3.168,0.1,-0.3,HHD
1.728,-0.4,0.8,HHD
0,-0.5,0.3,HHD
2.052,0.6,0.3,HHD
2.916,0.2,0.2,HHD
1.44,-0.4,0.8,HHD
1.908,0.1,0.1,HHD
0,-0.5,0.1,HHD
0,0,0.3,HHD
1.08,0.3,0.7,HHD
0,-0.3,0.2,HHD
0,0,0.1,HHD
0,0,-0.9,HHD
0,0,-0.4,HHD
0,0,0,HHD
0,0,0.3,HHD
0,0,0.1,HHD
0,0,-0.1,HHD
0,0,-0.1,HHD
0,0,-0.1,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0.1,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0.1,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
3.312,0.9,0.1,HHD
0,-0.9,-0.3,HHD
1.26,0.4,0.5,HHD
2.484,0.3,0.3,HHD
3.384,0.3,-0.4,HHD
0,-0.9,-0.1,HHD
0,0,0.5,HHD
0,0,0.2,HHD
0,0,0.3,HHD
0,0,0.3,HHD
1.2708,0.1,0,HHD
1.6884,0.1,-0.3,HHD
2.0196,0.1,-0.1,HHD
2.3472,0.1,-0.3,HHD
2.7216,0.1,-0.4,HHD
2.8656,0,-0.3,HHD
3.024,0,-0.3,HHD
3.06,0,-0.3,HHD
2.9484,0,-0.2,HHD
2.7576,-0.1,0,HHD
2.4408,-0.1,0.1,HHD
2.0304,-0.1,0,HHD
1.6992,-0.1,-0.2,HHD
0,-0.5,-0.3,HHD
0,0,-0.5,HHD
0,0,-0.4,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
1.1412,0.3,-2.3,HHD
1.548,0.1,-0.1,HHD
1.9908,0.1,-0.1,HHD
2.4804,0.1,-0.1,HHD
2.9988,0.1,0,HHD
3.4812,0.1,-0.1,HHD
3.9132,0.1,-0.1,HHD
4.3596,0.1,0.1,HHD
4.7376,0.1,0,HHD
5.0292,0.1,-0.2,HHD
5.2488,0.1,-0.2,HHD
5.3856,0,-0.2,HHD
5.5008,0,-0.1,HHD
5.5656,0,-0.2,HHD
5.6232,0,-0.1,HHD
5.67,0,-0.1,HHD
5.6988,0,0,HHD
5.7528,0,-0.1,HHD
5.85,0,-0.2,HHD
5.8752,0,-0.2,HHD
5.8284,0,-0.2,HHD
5.6844,0,-0.2,HHD
5.3064,-0.1,-0.3,HHD
4.8852,-0.1,-0.2,HHD
4.2876,-0.2,0,HHD
3.6684,-0.2,0,HHD
3.096,-0.2,0,HHD
2.5092,-0.2,0,HHD
1.9404,-0.2,0.1,HHD
0,-0.5,0,HHD
0,0,0,HHD
0,0,0.2,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0,0,0,HHD
0.6912,0.2,3,HHD
1.044,0.1,-0.2,HHD
1.5192,0.1,-0.3,HHD
2.1492,0.2,-0.3,HHD
2.8548,0.2,-0.2,HHD
3.5172,0.2,-0.3,HHD
4.194,0.2,-0.3,HHD
4.8852,0.2,-0.2,HHD
5.5692,0.2,-0.1,HHD
6.0768,0.1,0.2,HHD
6.5196,0.1,0.1,HHD
6.8184,0.1,0.1,HHD
6.9768,0,0.1,HHD
6.912,0,0.3,HHD
6.8544,0,0,HHD
6.84,0,0.2,HHD
6.804,0,0,HHD
6.7536,0,-0.1,HHD
6.5772,0,0.4,HHD
6.5808,0,0.2,HHD
6.6528,0,0.2,HHD
6.7032,0,0.1,HHD
6.7968,0,0,HHD
6.948,0,0.1,HHD
7.0056,0,-0.1,HHD
7.1532,0,0,HHD
7.218,0,0.1,HHD
7.2396,0,0.3,HHD
7.2396,0,0.1,HHD
7.2036,0,0.1,HHD
7.1208,0,0.2,HHD
7.0128,0,0.1,HHD
6.8436,0,0,HHD
6.6564,-0.1,0.1,HHD
6.498,0,0,HHD
6.2532,-0.1,0.1,HHD
6.0804,0,0,HHD
5.904,0,0,HHD
5.8536,0,-0.2,HHD
5.8392,0,-0.1,HHD
5.8608,0,-0.1,HHD
5.9256,0,-0.1,HHD
6.0084,0,-0.5,HHD
6.0264,0,-0.2,HHD
6.1164,0,-0.4,HHD
6.1596,0,-0.1,HHD
6.0876,0,-0.3,HHD
6.0732,0,-0.3,HHD
6.0156,0,-0.4,HHD
5.868,0,-0.2,HHD
5.796,0,-0.2,HHD
5.7204,0,-0.3,HHD
5.688,0,0,HHD
5.7744,0,-0.1,HHD
5.8248,0,0,HHD
5.886,0,0.1,HHD
6.138,0.1,-0.2,HHD
6.3864,0.1,-0.1,HHD
6.6024,0.1,-0.1,HHD
6.8724,0.1,0,HHD
6.9768,0,0.2,HHD
7.1892,0.1,0.5,HHD
7.4412,0.1,0,HHD
7.6068,0,0.1,HHD
7.794,0.1,0.3,HHD
8.046,0.1,0.5,HHD
8.0244,0,0.1,HHD
8.0964,0,0.4,HHD
8.1936,0,0.3,HHD
8.1036,0,-0.4,HHD
8.0388,0,-0.3,HHD
7.8948,0,-0.3,HHD
7.7472,0,-0.1,HHD
7.578,0,-0.3,HHD
7.3656,-0.1,-0.2,HHD
7.1928,0,0,HHD
7.2072,0,-0.2,HHD
7.02,-0.1,-0.4,HHD
6.8832,0,-0.1,HHD
6.9912,0,-0.2,HHD
7.1136,0,0.3,HHD
7.254,0,-0.2,HHD
7.3152,0,-0.4,HHD
7.3872,0,0.2,HHD
7.4844,0,0.2,HHD
7.4844,0,-0.1,HHD
7.5816,0,-0.2,HHD
7.668,0,0.2,HHD
7.632,0,0.4,HHD
7.5528,0,0,HHD
7.4952,0,0,HHD
7.4664,0,0,HHD
7.2972,0,0.3,HHD
7.3152,0,0.3,HHD
7.29,0,0.1,HHD
7.3116,0,0.1,HHD
7.2576,0,-0.2,HHD
7.2288,0,-0.2,HHD
7.3584,0,-0.2,HHD
7.4412,0,-0.1,HHD
7.3512,0,-0.3,HHD
7.182,0,-0.2,HHD
6.9444,-0.1,0,HHD
6.4764,-0.1,-0.1,HHD
6.1632,-0.1,-0.1,HHD
5.886,-0.1,0.2,HHD
5.6628,-0.1,0.1,HHD
5.4324,-0.1,0.2,HHD
5.1372,-0.1,0.3,HHD
4.932,-0.1,0,HHD
4.9212,0,-0.2,HHD
4.896,0,0.4,HHD
5.1372,0.1,0.1,HHD
5.4972,0.1,0,HHD
5.7708,0.1,-0.2,HHD
5.994,0.1,-0.5,HHD
6.1308,0,0.3,HHD
6.3504,0.1,-0.1,HHD
6.5412,0.1,0.2,HHD
6.7248,0.1,0.2,HHD
6.8868,0,0.3,HHD
7.1172,0.1,0.5,HHD
7.2828,0,0.8,HHD
7.3728,0,0.4,HHD
7.4412,0,-0.4,HHD
7.5312,0,0.5,HHD
7.5636,0,-0.1,HHD
7.6248,0,-0.3,HHD
7.7364,0,0.1,HHD
7.776,0,-0.3,HHD
7.7868,0,-0.6,HHD
7.7184,0,-0.6,HHD
7.7832,0,-0.4,HHD
7.9632,0.1,-0.3,HHD
8.0712,0,-0.3,HHD
8.1864,0,-0.3,HHD
8.352,0,-0.5,HHD
8.4564,0,-0.4,HHD
8.5104,0,-0.6,HHD
8.55,0,-0.3,HHD
8.5896,0,-0.4,HHD
8.658,0,0,HHD
8.64,0,0.1,HHD
8.6292,0,-0.2,HHD
8.6544,0,0,HHD
8.6976,0,-0.2,HHD
8.73,0,0.1,HHD
8.6724,0,0,HHD
8.712,0,0,HHD
8.6508,0,-0.3,HHD
8.6868,0,0.2,HHD
8.6904,0,0.3,HHD
8.748,0,-0.1,HHD
8.7876,0,0.4,HHD
8.7876,0,0,HHD
8.712,0,0.1,HHD
8.7084,0,-0.2,HHD
8.7912,0,-0.1,HHD
8.7984,0,0.1,HHD
8.9388,0,-0.3,HHD
9.0324,0,-0.3,HHD
9.1728,0,0,HHD
9.234,0,-0.2,HHD
9.27,0,0,HHD
9.3636,0,-0.1,HHD
9.4356,0,0.2,HHD
9.4464,0,-0.4,HHD
9.4644,0,0.1,HHD
9.5292,0,-0.2,HHD
9.63,0,-0.4,HHD
9.6372,0,-0.5,HHD
9.6588,0,-0.6,HHD
9.7164,0,-0.1,HHD
9.7488,0,-0.4,HHD
9.7884,0,-0.3,HHD
9.8316,0,0.1,HHD
9.9144,0,0.2,HHD
10.1052,0.1,0,HHD
10.278,0,-0.3,HHD
10.422,0,-0.4,HHD
10.5408,0,-0.4,HHD
10.602,0,0.3,HHD
10.7244,0,-0.1,HHD
10.9044,0,-0.2,HHD
11.0232,0,0,HHD
11.25,0.1,0.2,HHD
11.4912,0.1,0.1,HHD
11.6316,0,0,HHD
11.7252,0,0.2,HHD
11.8044,0,0,HHD
11.9448,0,0.4,HHD
12.1068,0,0.7,HHD
12.2076,0,0.4,HHD
12.3012,0,0.4,HHD
12.3984,0,0.2,HHD
12.4596,0,0.1,HHD
12.4848,0,0.2,HHD
12.528,0,0.2,HHD
12.6036,0,0.1,HHD
12.672,0,0.3,HHD
12.7836,0,-0.1,HHD
12.8772,0,0.1,HHD
13.0032,0,-0.1,HHD
13.0644,0,0.2,HHD
13.1184,0,-0.2,HHD
13.1796,0,-0.1,HHD
13.2264,0,-0.7,HHD
13.2264,0,-0.2,HHD
13.2012,0,-0.1,HHD
13.176,0,-0.3,HHD
13.1436,0,-0.4,HHD
13.1292,0,-0.2,HHD
13.0356,0,0.1,HHD
12.9888,0,0.2,HHD
12.9312,0,0,HHD
12.8772,0,0.1,HHD
12.8412,0,0,HHD
12.7944,0,0.5,HHD
12.8088,0,0.1,HHD
12.7836,0,0.2,HHD
12.7188,0,0,HHD
12.6828,0,0,HHD
12.6756,0,0.1,HHD
12.7368,0,0.1,HHD
12.798,0,0.2,HHD
12.7908,0,0.2,HHD
12.852,0,0.2,HHD
12.8124,0,0,HHD
12.78,0,0.2,HHD
12.7728,0,0.1,HHD
12.7512,0,0,HHD
12.7404,0,0,HHD
12.762,0,-0.1,HHD
12.6648,0,0,HHD
12.6468,0,0,HHD
12.5604,0,0,HHD
12.4812,0,-0.2,HHD
12.4812,0,0.1,HHD
12.4632,0,0,HHD
12.42,0,-0.1,HHD
12.384,0,-0.5,HHD
12.3228,0,-0.5,HHD
12.2688,0,-0.4,HHD
12.2112,0,-0.7,HHD
12.1212,0,-0.7,HHD
12.114,0,-0.6,HHD
12.0852,0,-0.8,HHD
12.1068,0,-0.6,HHD
12.0924,0,-0.7,HHD
12.0456,0,-0.5,HHD
12.0672,0,-0.3,HHD
12.1032,0,-0.3,HHD
12.024,0,-0.4,HHD
12.0744,0,0,HHD
12.1068,0,-0.6,HHD
12.1644,0,-0.2,HHD
12.1392,0,0,HHD
11.7864,-0.1,0.3,HHD
11.5848,-0.1,0.4,HHD
11.4876,0,0.4,HHD
11.3148,0,0.5,HHD
11.142,0,0.6,HHD
11.1276,0,0.5,HHD
11.07,0,0.3,HHD
11.0268,0,0.2,HHD
10.9728,0,0,HHD
10.9836,0,0.1,HHD
11.2752,0.1,0,HHD
11.4372,0,0,HHD
11.5308,0,-0.2,HHD
11.6784,0,0.2,HHD
11.7864,0,0,HHD
11.8476,0,0.1,HHD
11.8188,0,0.3,HHD
11.7468,0,0.7,HHD
11.7,0,0.1,HHD
11.6352,0,-0.3,HHD
11.61,0,0,HHD
11.5704,0,0.3,HHD
11.5992,0,0.2,HHD
11.574,0,0.1,HHD
11.6064,0,-0.1,HHD
11.5344,0,0.1,HHD
11.5056,0,-0.3,HHD
11.5632,0,0.2,HHD
11.6244,0,0.3,HHD
11.6316,0,0.1,HHD
11.5992,0,-0.1,HHD
11.6136,0,-0.4,HHD
11.5884,0,-0.3,HHD
11.5488,0,-0.4,HHD
11.4768,0,0.1,HHD
11.448,0,-0.5,HHD
11.4336,0,-0.2,HHD
11.4336,0,0.1,HHD
11.4408,0,0,HHD
11.4624,0,-0.1,HHD
11.5092,0,-0.2,HHD
11.5308,0,-0.2,HHD
11.5596,0,0.3,HHD
11.6244,0,-0.1,HHD
11.718,0,0.3,HHD
11.8548,0,-0.1,HHD
11.9808,0,0.1,HHD
11.9448,0,-0.1,HHD
11.8584,0,0.2,HHD
11.8332,0,0.2,HHD
11.7576,0,0,HHD
11.6676,0,0.1,HHD
11.61,0,0,HHD
11.4516,0,0,HHD
11.376,0,-0.1,HHD
11.3148,0,-0.5,HHD
11.1744,0,0.2,HHD
11.1528,0,0,HHD
11.1168,0,-0.1,HHD
11.016,0,-0.2,HHD
10.9584,0,0.3,HHD
10.854,0,0.4,HHD
10.7172,0,0.3,HHD
10.6452,0,0.5,HHD
10.4832,0,0.3,HHD
10.3248,0,0.1,HHD
10.2852,0,0.3,HHD
10.1988,0,0.4,HHD
10.1196,0,0.3,HHD
10.0944,0,0.6,HHD
10.0548,0,0.3,HHD
9.9864,0,0.3,HHD
9.7992,-0.1,0.6,HHD
9.576,-0.1,0.4,HHD
9.2592,-0.1,0.2,HHD
8.8848,-0.1,0,HHD
8.4528,-0.1,0.1,HHD
8.0892,-0.1,-0.1,HHD
7.7544,-0.1,0,HHD
7.4016,-0.1,-0.2,HHD
7.0308,-0.1,0,HHD
6.7032,-0.1,-0.2,HHD
6.4764,-0.1,-0.1,HHD
6.3036,0,0.4,HHD
6.2532,0,0.2,HHD
6.2244,0,0.1,HHD
6.246,0,-0.1,HHD
6.21,0,0.2,HHD
6.1488,0,0.4,HHD
6.0948,0,0.1,HHD
6.0768,0,0.1,HHD
6.1272,0,0,HHD
6.21,0,0.1,HHD
6.318,0,-0.2,HHD
6.3684,0,0,HHD
6.4332,0,-0.3,HHD
6.4908,0,0.2,HHD
6.6708,0.1,0.1,HHD
6.8724,0.1,0.1,HHD
7.0632,0.1,0.4,HHD
7.308,0.1,0.3,HHD
7.506,0.1,0.3,HHD
7.704,0.1,0.5,HHD
7.9776,0.1,-0.2,HHD
8.19,0.1,-0.1,HHD
8.3916,0.1,0.3,HHD
8.5968,0.1,0.3,HHD
8.6796,0,0.4,HHD
8.7156,0,0.2,HHD
8.8272,0,0.4,HHD
